timestamp_EPOCHms,ublox_latitude,ublox_longitude
1582661532.17059,42.294038,-83.712184
1582661532.17059,42.294038,-83.712184
1582661532.17059,42.294039,-83.712200
1582661532.17059,42.294039,-83.712215
1582661532.17059,42.294039,-83.712215
1582661532.17059,42.294039,-83.712249
1582661532.17059,42.294039,-83.712249
1582661532.17059,42.294039,-83.712277
1582661532.17059,42.294040,-83.712306
1582661532.17059,42.294040,-83.712306
1582661532.17059,42.294041,-83.712320
1582661532.17059,42.294041,-83.712320
1582661532.17059,42.294041,-83.712361
1582661532.17059,42.294041,-83.712361
1582661532.17059,42.294041,-83.712361
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.294041,-83.712400
1582661532.17059,42.293961,-83.712532
1582661532.17059,42.293961,-83.712532
1582661532.17059,42.293934,-83.712561
1582661532.17059,42.293925,-83.712572
1582661532.17059,42.293925,-83.712572
1582661532.17059,42.293904,-83.712587
1582661532.17059,42.293904,-83.712587
1582661532.17059,42.293883,-83.712592
1582661532.17059,42.293883,-83.712592
1582661532.17059,42.293883,-83.712592
1582661532.17059,42.293848,-83.712589
1582661532.17059,42.293837,-83.712589
1582661532.17059,42.293826,-83.712590
1582661532.17059,42.293815,-83.712591
1582661532.17059,42.293815,-83.712591
1582661532.17059,42.293815,-83.712591
1582661532.17059,42.293815,-83.712591
1582661532.17059,42.293815,-83.712591
1582661532.17059,42.293748,-83.712591
1582661532.17059,42.293748,-83.712591
1582661532.17059,42.293727,-83.712598
1582661532.17059,42.293716,-83.712601
1582661532.17059,42.293706,-83.712604
1582661532.17059,42.293706,-83.712604
1582661532.17059,42.293685,-83.712607
1582661532.17059,42.293685,-83.712607
1582661532.17059,42.293663,-83.712613
1582661532.17059,42.293663,-83.712613
1582661532.17059,42.293663,-83.712613
1582661532.17059,42.293663,-83.712613
1582661532.17059,42.293663,-83.712613
1582661532.17059,42.293582,-83.712627
1582661532.17059,42.293582,-83.712627
1582661532.17059,42.293558,-83.712627
1582661532.17059,42.293558,-83.712627
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293539,-83.712629
1582661532.17059,42.293469,-83.712656
1582661532.17059,42.293469,-83.712656
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293430,-83.712669
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293330,-83.712682
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293239,-83.712705
1582661532.17059,42.293154,-83.712708
1582661532.17059,42.293154,-83.712708
1582661532.17059,42.293154,-83.712708
1582661532.17059,42.293154,-83.712708
1582661532.17059,42.293091,-83.712719
1582661532.17059,42.293080,-83.712722
1582661532.17059,42.293068,-83.712724
1582661532.17059,42.293055,-83.712726
1582661532.17059,42.293055,-83.712726
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.293033,-83.712731
1582661532.17059,42.292952,-83.712747
1582661532.17059,42.292952,-83.712747
1582661532.17059,42.292952,-83.712747
1582661532.17059,42.292920,-83.712756
1582661532.17059,42.292920,-83.712756
1582661532.17059,42.292896,-83.712765
1582661532.17059,42.292873,-83.712769
1582661532.17059,42.292873,-83.712769
1582661532.17059,42.292849,-83.712767
1582661532.17059,42.292837,-83.712764
1582661532.17059,42.292826,-83.712763
1582661532.17059,42.292815,-83.712762
1582661532.17059,42.292803,-83.712760
1582661532.17059,42.292803,-83.712760
1582661532.17059,42.292768,-83.712764
1582661532.17059,42.292768,-83.712764
1582661532.17059,42.292756,-83.712768
1582661532.17059,42.292745,-83.712770
1582661532.17059,42.292734,-83.712775
1582661532.17059,42.292734,-83.712775
1582661532.17059,42.292701,-83.712785
1582661532.17059,42.292690,-83.712788
1582661532.17059,42.292690,-83.712788
1582661532.17059,42.292667,-83.712790
1582661532.17059,42.292656,-83.712791
1582661532.17059,42.292645,-83.712792
1582661532.17059,42.292635,-83.712793
1582661532.17059,42.292635,-83.712793
1582661532.17059,42.292601,-83.712795
1582661532.17059,42.292578,-83.712799
1582661532.17059,42.292578,-83.712799
1582661532.17059,42.292566,-83.712801
1582661532.17059,42.292566,-83.712801
1582661532.17059,42.292531,-83.712806
1582661532.17059,42.292531,-83.712806
1582661532.17059,42.292531,-83.712806
1582661532.17059,42.292483,-83.712806
1582661532.17059,42.292483,-83.712806
1582661532.17059,42.292483,-83.712806
1582661532.17059,42.292483,-83.712806
1582661532.17059,42.292483,-83.712806
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292429,-83.712801
1582661532.17059,42.292332,-83.712799
1582661532.17059,42.292321,-83.712797
1582661532.17059,42.292321,-83.712797
1582661532.17059,42.292321,-83.712797
1582661532.17059,42.292292,-83.712794
1582661532.17059,42.292292,-83.712794
1582661532.17059,42.292261,-83.712803
1582661532.17059,42.292261,-83.712803
1582661532.17059,42.292250,-83.712809
1582661532.17059,42.292250,-83.712809
1582661532.17059,42.292250,-83.712809
1582661532.17059,42.292250,-83.712809
1582661532.17059,42.292196,-83.712857
1582661532.17059,42.292187,-83.712866
1582661532.17059,42.292187,-83.712866
1582661532.17059,42.292173,-83.712884
1582661532.17059,42.292173,-83.712884
1582661532.17059,42.292173,-83.712884
1582661532.17059,42.292155,-83.712919
1582661532.17059,42.292149,-83.712931
1582661532.17059,42.292136,-83.712953
1582661532.17059,42.292136,-83.712953
1582661532.17059,42.292136,-83.712953
1582661532.17059,42.292136,-83.712953
1582661532.17059,42.292097,-83.713014
1582661532.17059,42.292097,-83.713014
1582661532.17059,42.292097,-83.713014
1582661532.17059,42.292097,-83.713014
1582661532.17059,42.292097,-83.713014
1582661532.17059,42.292048,-83.713055
1582661532.17059,42.292048,-83.713055
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.292024,-83.713066
1582661532.17059,42.291946,-83.713086
1582661532.17059,42.291946,-83.713086
1582661532.17059,42.291913,-83.713098
1582661532.17059,42.291913,-83.713098
1582661532.17059,42.291892,-83.713106
1582661532.17059,42.291882,-83.713110
1582661532.17059,42.291870,-83.713113
1582661532.17059,42.291859,-83.713117
1582661532.17059,42.291848,-83.713121
1582661532.17059,42.291837,-83.713125
1582661532.17059,42.291827,-83.713129
1582661532.17059,42.291816,-83.713132
1582661532.17059,42.291795,-83.713133
1582661532.17059,42.291795,-83.713133
1582661532.17059,42.291773,-83.713133
1582661532.17059,42.291762,-83.713135
1582661532.17059,42.291762,-83.713135
1582661532.17059,42.291762,-83.713135
1582661532.17059,42.291762,-83.713135
1582661532.17059,42.291762,-83.713135
1582661532.17059,42.291721,-83.713131
1582661532.17059,42.291721,-83.713131
1582661532.17059,42.291700,-83.713141
1582661532.17059,42.291685,-83.713165
1582661532.17059,42.291679,-83.713180
1582661532.17059,42.291675,-83.713194
1582661532.17059,42.291670,-83.713207
1582661532.17059,42.291664,-83.713223
1582661532.17059,42.291654,-83.713246
1582661532.17059,42.291649,-83.713257
1582661532.17059,42.291649,-83.713257
1582661532.17059,42.291649,-83.713257
1582661532.17059,42.291639,-83.713283
1582661532.17059,42.291625,-83.713306
1582661532.17059,42.291625,-83.713306
1582661532.17059,42.291613,-83.713330
1582661532.17059,42.291605,-83.713341
1582661532.17059,42.291605,-83.713341
1582661532.17059,42.291586,-83.713357
1582661532.17059,42.291586,-83.713357
1582661532.17059,42.291566,-83.713370
1582661532.17059,42.291556,-83.713375
1582661532.17059,42.291546,-83.713379
1582661532.17059,42.291546,-83.713379
1582661532.17059,42.291546,-83.713379
1582661532.17059,42.291513,-83.713391
1582661532.17059,42.291513,-83.713391
1582661532.17059,42.291513,-83.713391
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291480,-83.713397
1582661532.17059,42.291362,-83.713394
1582661532.17059,42.291358,-83.713403
1582661532.17059,42.291358,-83.713403
1582661532.17059,42.291347,-83.713425
1582661532.17059,42.291347,-83.713425
1582661532.17059,42.291347,-83.713425
1582661532.17059,42.291347,-83.713425
1582661532.17059,42.291347,-83.713425
1582661532.17059,42.291323,-83.713489
1582661532.17059,42.291315,-83.713514
1582661532.17059,42.291310,-83.713525
1582661532.17059,42.291310,-83.713525
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291307,-83.713551
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291325,-83.713633
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291339,-83.713691
1582661532.17059,42.291330,-83.713717
1582661532.17059,42.291330,-83.713717
1582661532.17059,42.291330,-83.713717
1582661532.17059,42.291330,-83.713717
1582661532.17059,42.291340,-83.713730
1582661532.17059,42.291345,-83.713745
1582661532.17059,42.291345,-83.713745
1582661532.17059,42.291345,-83.713745
1582661532.17059,42.291345,-83.713745
1582661532.17059,42.291364,-83.713832
1582661532.17059,42.291364,-83.713832
1582661532.17059,42.291364,-83.713832
1582661532.17059,42.291364,-83.713832
1582661532.17059,42.291364,-83.713832
1582661532.17059,42.291357,-83.713923
1582661532.17059,42.291357,-83.713923
1582661532.17059,42.291357,-83.713923
1582661532.17059,42.291357,-83.713923
1582661532.17059,42.291353,-83.714011
1582661532.17059,42.291353,-83.714011
1582661532.17059,42.291353,-83.714011
1582661532.17059,42.291352,-83.714057
1582661532.17059,42.291356,-83.714071
1582661532.17059,42.291361,-83.714084
1582661532.17059,42.291368,-83.714093
1582661532.17059,42.291368,-83.714093
1582661532.17059,42.291396,-83.714115
1582661532.17059,42.291396,-83.714115
1582661532.17059,42.291396,-83.714115
1582661532.17059,42.291409,-83.714132
1582661532.17059,42.291409,-83.714132
1582661532.17059,42.291409,-83.714132
1582661532.17059,42.291409,-83.714132
1582661532.17059,42.291427,-83.714176
1582661532.17059,42.291427,-83.714176
1582661532.17059,42.291427,-83.714176
1582661532.17059,42.291427,-83.714176
1582661532.17059,42.291427,-83.714176
1582661532.17059,42.291448,-83.714237
1582661532.17059,42.291450,-83.714250
1582661532.17059,42.291450,-83.714250
1582661532.17059,42.291450,-83.714250
1582661532.17059,42.291450,-83.714250
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291452,-83.714305
1582661532.17059,42.291512,-83.714379
1582661532.17059,42.291512,-83.714379
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291544,-83.714385
1582661532.17059,42.291639,-83.714483
1582661532.17059,42.291640,-83.714489
1582661532.17059,42.291640,-83.714489
1582661532.17059,42.291640,-83.714489
1582661532.17059,42.291640,-83.714489
1582661532.17059,42.291640,-83.714489
1582661532.17059,42.291651,-83.714534
1582661532.17059,42.291651,-83.714534
1582661532.17059,42.291651,-83.714534
1582661532.17059,42.291651,-83.714534
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291664,-83.714573
1582661532.17059,42.291766,-83.714996
1582661532.17059,42.291766,-83.714996
1582661532.17059,42.291766,-83.714996
1582661532.17059,42.291781,-83.715052
1582661532.17059,42.291784,-83.715066
1582661532.17059,42.291784,-83.715066
1582661532.17059,42.291784,-83.715066
1582661532.17059,42.291784,-83.715066
1582661532.17059,42.291784,-83.715066
1582661532.17059,42.291797,-83.715149
1582661532.17059,42.291797,-83.715149
1582661532.17059,42.291797,-83.715149
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291809,-83.715198
1582661532.17059,42.291859,-83.715374
1582661532.17059,42.291859,-83.715374
1582661532.17059,42.291859,-83.715374
1582661532.17059,42.291859,-83.715374
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291876,-83.715428
1582661532.17059,42.291909,-83.715554
1582661532.17059,42.291909,-83.715554
1582661532.17059,42.291909,-83.715554
1582661532.17059,42.291920,-83.715598
1582661532.17059,42.291920,-83.715598
1582661532.17059,42.291920,-83.715598
1582661532.17059,42.291920,-83.715598
1582661532.17059,42.291930,-83.715674
1582661532.17059,42.291931,-83.715689
1582661532.17059,42.291935,-83.715704
1582661532.17059,42.291940,-83.715718
1582661532.17059,42.291946,-83.715731
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.291953,-83.715742
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292021,-83.715634
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292042,-83.715880
1582661532.17059,42.292090,-83.715962
1582661532.17059,42.292099,-83.715975
1582661532.17059,42.292099,-83.715975
1582661532.17059,42.292099,-83.715975
1582661532.17059,42.292126,-83.716026
1582661532.17059,42.292126,-83.716026
1582661532.17059,42.292126,-83.716026
1582661532.17059,42.292146,-83.716080
1582661532.17059,42.292146,-83.716080
1582661532.17059,42.292146,-83.716080
1582661532.17059,42.292146,-83.716080
1582661532.17059,42.292146,-83.716080
1582661532.17059,42.292183,-83.716162
1582661532.17059,42.292183,-83.716162
1582661532.17059,42.292183,-83.716162
1582661532.17059,42.292183,-83.716162
1582661532.17059,42.292201,-83.716204
1582661532.17059,42.292206,-83.716217
1582661532.17059,42.292211,-83.716231
1582661532.17059,42.292216,-83.716244
1582661532.17059,42.292226,-83.716271
1582661532.17059,42.292232,-83.716283
1582661532.17059,42.292232,-83.716283
1582661532.17059,42.292243,-83.716308
1582661532.17059,42.292243,-83.716308
1582661532.17059,42.292257,-83.716329
1582661532.17059,42.292257,-83.716329
